month_and_year,CO,NO,NO2,NOX,O3,PM10,PM2.5,PMCO,SO2
09 2015,0.7929133858267708,21.035587188612098,36.562277580071175,57.64056939501779,27.0,42.30508474576271,26.864406779661017,15.44915254237288,4.481188118811882
09 2016,0.3205128205128197,14.705370101596516,24.390420899854863,39.11465892597968,23.865021770682148,27.82106782106782,18.17893217893218,9.653679653679653,3.227866473149492
10 2014,0.7093514328808446,20.0450204638472,29.233287858117325,49.28649386084584,14.259863945578232,34.8600583090379,21.70262390670554,13.142857142857142,3.4297407912687587
10 2015,0.7979651162790706,19.935119887165023,28.451339915373765,48.42595204513399,21.8885754583921,25.308823529411764,15.720588235294118,9.573529411764707,4.763380281690141
10 2016,0.3550786838340487,16.56564245810056,23.19832402234637,39.74301675977654,25.187239944521497,30.755741127348642,16.83716075156576,13.92901878914405,4.666197183098592
11 2014,0.9219197707736375,25.719020172910664,37.29538904899135,63.02161383285303,14.886904761904763,,,,5.945558739255015
11 2015,0.7624999999999997,24.352353780313837,32.574893009985736,56.95720399429386,18.43820224719101,42.53361344537815,26.852941176470587,15.668067226890756,11.757489300998573
11 2016,0.7867088607594933,26.70935251798561,31.65323741007194,58.3726618705036,17.561855670103093,42.865546218487395,27.37535014005602,15.507002801120448,6.642241379310345
12 2014,0.9690410958904104,25.926027397260274,38.826027397260276,64.73424657534247,16.21095890410959,59.72103658536585,33.486280487804876,26.222560975609756,5.403292181069959
12 2015,1.195810055865923,34.00555555555555,44.28194444444444,78.27916666666667,22.803312629399585,56.74212034383954,37.12034383954155,19.60458452722063,10.644444444444444
12 2016,0.8061781609195394,24.491071428571427,31.052083333333332,55.541666666666664,21.48231966053748,41.73082287308229,25.07949790794979,16.663877266387725,5.749283667621777
